Year,Week,District,Stations,Cases
2019,44,PALPA,Tansen,6.0
2019,44,PANCHTHAR,Phidim (Panchther),
2019,44,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,44,PARSA,Birganj,
2019,44,PYUTHAN,"Bijuwar Tar, Bijuwatar",1.0
2019,44,RAMECHHAP,Manthali,
2019,44,RASUWA,Dhunche,
2019,44,ROLPA,"Libang Gaun, Liwang",
2019,44,RUPANDEHI,Bhairahawa Airport,167.0
2019,44,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,44,SANKHUWASABHA,Num,
2019,44,SAPTARI,Rajbiraj,
2019,44,SARLAHI,Karmaiya,
2019,44,SINDHULI,Sindhuli Madhi,
2019,44,SINDHUPALCHOK,No station found in dataset,
2019,44,SIRAHA,Lahan,1.0
2019,44,SOLUKHUMBU,No station found in dataset,
2019,44,SUNSARI,Tarahara,7.0
2019,44,SURKHET,Surkhet Airport (Birendranagar),1.0
2019,44,SYANGJA,Syangja,
2019,44,TANAHU,Bandipur,
2019,44,TAPLEJUNG,Taplejung,
2019,44,TERHATHUM,Terhathum,
2019,44,UDAYAPUR,Udayapur Gadhi,
2019,44,WEST,No station found in dataset,
2019,44,WEST,No station found in dataset,
2019,44,,No station found in dataset,
2019,45,ACHHAM,Mangalsen,1.0
2019,45,ARGHAKHANCHI,No station found in dataset,
2019,45,BAGLUNG,Baglung,
2019,45,BAITADI,Patan new,
2019,45,BAJHANG,Chainpur Bajhang new aws,
2019,45,BAJURA,Bajura (Martadi),
2019,45,BANKE,Khajura (Nepalganj),21.0
2019,45,BARA,Simara Airport,
2019,45,BARDIYA,Gulariya,
2019,45,BHAKTAPUR,Bhaktapur,17.0
2019,45,BHOJPUR,No station found in dataset,1.0
2019,45,CHITAWAN,No station found in dataset,3.0
2019,45,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,45,DAILEKH,Dailekh,
2019,45,DANG,Ghorai (Dang),
2019,45,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,45,DHADING,"Dhunibesi, Dhunibesi_delete",3.0
2019,45,DHANKUTA,No station found in dataset,
2019,45,DHANUSA,No station found in dataset,
2019,45,DOLAKHA,Charikot,
2019,45,DOLPA,Dunai,
2019,45,DOTI,Dipayal (Doti),
2019,45,EAST,No station found in dataset,
2019,45,EAST,No station found in dataset,
2019,45,GORKHA,No station found in dataset,
2019,45,GULMI,Tamghas,
2019,45,HUMLA,"Simikot, Simikot Airport",
2019,45,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2019,45,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2019,45,JHAPA,Gaida (Kankai),6.0
2019,45,JUMLA,Jumla,
2019,45,KAILALI,Tikapur,
2019,45,KALIKOT,"Manma, Manma_AWS",
2019,45,KANCHANPUR,Mahendra Nagar,1.0
2019,45,KAPILBASTU,No station found in dataset,2.0
2019,45,KASKI,Pokhara Airport,44.0
2019,45,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",98.0
2019,45,KAVREPALANCHOK,No station found in dataset,
2019,45,KHOTANG,Diktel,
2019,45,LALITPUR,Khumaltar,62.0
2019,45,LAMJUNG,Khudi Bazar,
2019,45,MAHOTTARI,Jalesor,
2019,45,MAKWANPUR,Hetauda N.F.I.,6.0
2019,45,MANANG,Manang Bhot,
2019,45,MORANG,Biratnagar Airport,4.0
2019,45,MUGU,Gamadi Shree Nagar,
2019,45,MUSTANG,"Jomsom, Jomsom TPB",
2019,45,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2019,45,NUWAKOT,Nuwakot,
2019,45,OKHALDHUNGA,Okhaldhunga,
2019,45,PALPA,Tansen,1.0
2019,45,PANCHTHAR,Phidim (Panchther),
2019,45,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,45,PARSA,Birganj,
2019,45,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2019,45,RAMECHHAP,Manthali,
2019,45,RASUWA,Dhunche,
2019,45,ROLPA,"Libang Gaun, Liwang",
2019,45,RUPANDEHI,Bhairahawa Airport,101.0
2019,45,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,45,SANKHUWASABHA,Num,
2019,45,SAPTARI,Rajbiraj,
2019,45,SARLAHI,Karmaiya,
2019,45,SINDHULI,Sindhuli Madhi,
2019,45,SINDHUPALCHOK,No station found in dataset,
2019,45,SIRAHA,Lahan,
2019,45,SOLUKHUMBU,No station found in dataset,
2019,45,SUNSARI,Tarahara,5.0
2019,45,SURKHET,Surkhet Airport (Birendranagar),
2019,45,SYANGJA,Syangja,
2019,45,TANAHU,Bandipur,
2019,45,TAPLEJUNG,Taplejung,
2019,45,TERHATHUM,Terhathum,
2019,45,UDAYAPUR,Udayapur Gadhi,1.0
2019,45,WEST,No station found in dataset,2.0
2019,45,WEST,No station found in dataset,
2019,45,,No station found in dataset,
2019,46,ACHHAM,Mangalsen,1.0
2019,46,ARGHAKHANCHI,No station found in dataset,
2019,46,BAGLUNG,Baglung,
2019,46,BAITADI,Patan new,
2019,46,BAJHANG,Chainpur Bajhang new aws,
2019,46,BAJURA,Bajura (Martadi),
2019,46,BANKE,Khajura (Nepalganj),9.0
2019,46,BARA,Simara Airport,
2019,46,BARDIYA,Gulariya,
2019,46,BHAKTAPUR,Bhaktapur,7.0
2019,46,BHOJPUR,No station found in dataset,
2019,46,CHITAWAN,No station found in dataset,6.0
2019,46,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,46,DAILEKH,Dailekh,
2019,46,DANG,Ghorai (Dang),
2019,46,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,46,DHADING,"Dhunibesi, Dhunibesi_delete",2.0
2019,46,DHANKUTA,No station found in dataset,
2019,46,DHANUSA,No station found in dataset,
2019,46,DOLAKHA,Charikot,
2019,46,DOLPA,Dunai,
2019,46,DOTI,Dipayal (Doti),
2019,46,EAST,No station found in dataset,
2019,46,EAST,No station found in dataset,
2019,46,GORKHA,No station found in dataset,
2019,46,GULMI,Tamghas,
2019,46,HUMLA,"Simikot, Simikot Airport",
2019,46,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2019,46,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2019,46,JHAPA,Gaida (Kankai),8.0
2019,46,JUMLA,Jumla,
2019,46,KAILALI,Tikapur,9.0
2019,46,KALIKOT,"Manma, Manma_AWS",
2019,46,KANCHANPUR,Mahendra Nagar,1.0
2019,46,KAPILBASTU,No station found in dataset,
2019,46,KASKI,Pokhara Airport,20.0
2019,46,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",56.0
2019,46,KAVREPALANCHOK,No station found in dataset,2.0
2019,46,KHOTANG,Diktel,
2019,46,LALITPUR,Khumaltar,39.0
2019,46,LAMJUNG,Khudi Bazar,
2019,46,MAHOTTARI,Jalesor,
2019,46,MAKWANPUR,Hetauda N.F.I.,8.0
2019,46,MANANG,Manang Bhot,
2019,46,MORANG,Biratnagar Airport,5.0
2019,46,MUGU,Gamadi Shree Nagar,
2019,46,MUSTANG,"Jomsom, Jomsom TPB",
2019,46,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2019,46,NUWAKOT,Nuwakot,
2019,46,OKHALDHUNGA,Okhaldhunga,
2019,46,PALPA,Tansen,
2019,46,PANCHTHAR,Phidim (Panchther),
2019,46,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,46,PARSA,Birganj,
2019,46,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2019,46,RAMECHHAP,Manthali,
2019,46,RASUWA,Dhunche,
2019,46,ROLPA,"Libang Gaun, Liwang",
2019,46,RUPANDEHI,Bhairahawa Airport,85.0
2019,46,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,46,SANKHUWASABHA,Num,
2019,46,SAPTARI,Rajbiraj,
2019,46,SARLAHI,Karmaiya,
2019,46,SINDHULI,Sindhuli Madhi,
2019,46,SINDHUPALCHOK,No station found in dataset,
2019,46,SIRAHA,Lahan,
2019,46,SOLUKHUMBU,No station found in dataset,
2019,46,SUNSARI,Tarahara,6.0
2019,46,SURKHET,Surkhet Airport (Birendranagar),
2019,46,SYANGJA,Syangja,
2019,46,TANAHU,Bandipur,
2019,46,TAPLEJUNG,Taplejung,
2019,46,TERHATHUM,Terhathum,
2019,46,UDAYAPUR,Udayapur Gadhi,
2019,46,WEST,No station found in dataset,1.0
2019,46,WEST,No station found in dataset,
2019,46,,No station found in dataset,
2019,47,ACHHAM,Mangalsen,
2019,47,ARGHAKHANCHI,No station found in dataset,
2019,47,BAGLUNG,Baglung,
2019,47,BAITADI,Patan new,
2019,47,BAJHANG,Chainpur Bajhang new aws,
2019,47,BAJURA,Bajura (Martadi),
2019,47,BANKE,Khajura (Nepalganj),7.0
2019,47,BARA,Simara Airport,
2019,47,BARDIYA,Gulariya,
2019,47,BHAKTAPUR,Bhaktapur,3.0
2019,47,BHOJPUR,No station found in dataset,
2019,47,CHITAWAN,No station found in dataset,5.0
2019,47,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,47,DAILEKH,Dailekh,
2019,47,DANG,Ghorai (Dang),
2019,47,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,47,DHADING,"Dhunibesi, Dhunibesi_delete",1.0
2019,47,DHANKUTA,No station found in dataset,
2019,47,DHANUSA,No station found in dataset,
2019,47,DOLAKHA,Charikot,
2019,47,DOLPA,Dunai,
2019,47,DOTI,Dipayal (Doti),
2019,47,EAST,No station found in dataset,
2019,47,EAST,No station found in dataset,
2019,47,GORKHA,No station found in dataset,
2019,47,GULMI,Tamghas,
2019,47,HUMLA,"Simikot, Simikot Airport",
2019,47,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2019,47,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2019,47,JHAPA,Gaida (Kankai),3.0
2019,47,JUMLA,Jumla,
2019,47,KAILALI,Tikapur,3.0
2019,47,KALIKOT,"Manma, Manma_AWS",
2019,47,KANCHANPUR,Mahendra Nagar,1.0
2019,47,KAPILBASTU,No station found in dataset,
2019,47,KASKI,Pokhara Airport,24.0
2019,47,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",35.0
2019,47,KAVREPALANCHOK,No station found in dataset,
2019,47,KHOTANG,Diktel,
2019,47,LALITPUR,Khumaltar,18.0
2019,47,LAMJUNG,Khudi Bazar,
2019,47,MAHOTTARI,Jalesor,
2019,47,MAKWANPUR,Hetauda N.F.I.,5.0
2019,47,MANANG,Manang Bhot,
2019,47,MORANG,Biratnagar Airport,4.0
2019,47,MUGU,Gamadi Shree Nagar,
2019,47,MUSTANG,"Jomsom, Jomsom TPB",
2019,47,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2019,47,NUWAKOT,Nuwakot,
2019,47,OKHALDHUNGA,Okhaldhunga,
2019,47,PALPA,Tansen,2.0
2019,47,PANCHTHAR,Phidim (Panchther),
2019,47,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,47,PARSA,Birganj,
2019,47,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2019,47,RAMECHHAP,Manthali,
2019,47,RASUWA,Dhunche,
2019,47,ROLPA,"Libang Gaun, Liwang",
2019,47,RUPANDEHI,Bhairahawa Airport,56.0
2019,47,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,47,SANKHUWASABHA,Num,
2019,47,SAPTARI,Rajbiraj,
2019,47,SARLAHI,Karmaiya,
2019,47,SINDHULI,Sindhuli Madhi,
2019,47,SINDHUPALCHOK,No station found in dataset,
2019,47,SIRAHA,Lahan,
2019,47,SOLUKHUMBU,No station found in dataset,
2019,47,SUNSARI,Tarahara,7.0
2019,47,SURKHET,Surkhet Airport (Birendranagar),
2019,47,SYANGJA,Syangja,
2019,47,TANAHU,Bandipur,
2019,47,TAPLEJUNG,Taplejung,
2019,47,TERHATHUM,Terhathum,
2019,47,UDAYAPUR,Udayapur Gadhi,
2019,47,WEST,No station found in dataset,1.0
2019,47,WEST,No station found in dataset,
2019,47,,No station found in dataset,
2019,48,ACHHAM,Mangalsen,
2019,48,ARGHAKHANCHI,No station found in dataset,
2019,48,BAGLUNG,Baglung,
2019,48,BAITADI,Patan new,
2019,48,BAJHANG,Chainpur Bajhang new aws,
2019,48,BAJURA,Bajura (Martadi),
2019,48,BANKE,Khajura (Nepalganj),3.0
2019,48,BARA,Simara Airport,
2019,48,BARDIYA,Gulariya,
2019,48,BHAKTAPUR,Bhaktapur,2.0
2019,48,BHOJPUR,No station found in dataset,
2019,48,CHITAWAN,No station found in dataset,3.0
2019,48,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,48,DAILEKH,Dailekh,
2019,48,DANG,Ghorai (Dang),
2019,48,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,48,DHADING,"Dhunibesi, Dhunibesi_delete",
2019,48,DHANKUTA,No station found in dataset,
2019,48,DHANUSA,No station found in dataset,
2019,48,DOLAKHA,Charikot,
2019,48,DOLPA,Dunai,
2019,48,DOTI,Dipayal (Doti),
2019,48,EAST,No station found in dataset,
2019,48,EAST,No station found in dataset,
2019,48,GORKHA,No station found in dataset,
2019,48,GULMI,Tamghas,
2019,48,HUMLA,"Simikot, Simikot Airport",
2019,48,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2019,48,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2019,48,JHAPA,Gaida (Kankai),
2019,48,JUMLA,Jumla,
2019,48,KAILALI,Tikapur,1.0
2019,48,KALIKOT,"Manma, Manma_AWS",
2019,48,KANCHANPUR,Mahendra Nagar,1.0
2019,48,KAPILBASTU,No station found in dataset,
2019,48,KASKI,Pokhara Airport,15.0
2019,48,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",25.0
2019,48,KAVREPALANCHOK,No station found in dataset,
2019,48,KHOTANG,Diktel,
2019,48,LALITPUR,Khumaltar,13.0
2019,48,LAMJUNG,Khudi Bazar,
2019,48,MAHOTTARI,Jalesor,
2019,48,MAKWANPUR,Hetauda N.F.I.,
2019,48,MANANG,Manang Bhot,
2019,48,MORANG,Biratnagar Airport,7.0
2019,48,MUGU,Gamadi Shree Nagar,
2019,48,MUSTANG,"Jomsom, Jomsom TPB",
2019,48,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2019,48,NUWAKOT,Nuwakot,
2019,48,OKHALDHUNGA,Okhaldhunga,
2019,48,PALPA,Tansen,
2019,48,PANCHTHAR,Phidim (Panchther),
2019,48,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,48,PARSA,Birganj,
2019,48,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2019,48,RAMECHHAP,Manthali,
2019,48,RASUWA,Dhunche,
2019,48,ROLPA,"Libang Gaun, Liwang",
2019,48,RUPANDEHI,Bhairahawa Airport,40.0
2019,48,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,48,SANKHUWASABHA,Num,
2019,48,SAPTARI,Rajbiraj,
2019,48,SARLAHI,Karmaiya,
2019,48,SINDHULI,Sindhuli Madhi,
2019,48,SINDHUPALCHOK,No station found in dataset,
2019,48,SIRAHA,Lahan,
2019,48,SOLUKHUMBU,No station found in dataset,
2019,48,SUNSARI,Tarahara,4.0
2019,48,SURKHET,Surkhet Airport (Birendranagar),
2019,48,SYANGJA,Syangja,
2019,48,TANAHU,Bandipur,
2019,48,TAPLEJUNG,Taplejung,
2019,48,TERHATHUM,Terhathum,
2019,48,UDAYAPUR,Udayapur Gadhi,
2019,48,WEST,No station found in dataset,
2019,48,WEST,No station found in dataset,
2019,48,,No station found in dataset,
2019,49,ACHHAM,Mangalsen,
2019,49,ARGHAKHANCHI,No station found in dataset,
2019,49,BAGLUNG,Baglung,
2019,49,BAITADI,Patan new,
2019,49,BAJHANG,Chainpur Bajhang new aws,
2019,49,BAJURA,Bajura (Martadi),
2019,49,BANKE,Khajura (Nepalganj),1.0
2019,49,BARA,Simara Airport,
2019,49,BARDIYA,Gulariya,
2019,49,BHAKTAPUR,Bhaktapur,1.0
2019,49,BHOJPUR,No station found in dataset,
2019,49,CHITAWAN,No station found in dataset,2.0
2019,49,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,49,DAILEKH,Dailekh,
2019,49,DANG,Ghorai (Dang),
2019,49,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,49,DHADING,"Dhunibesi, Dhunibesi_delete",1.0
2019,49,DHANKUTA,No station found in dataset,
2019,49,DHANUSA,No station found in dataset,
2019,49,DOLAKHA,Charikot,
2019,49,DOLPA,Dunai,
2019,49,DOTI,Dipayal (Doti),
2019,49,EAST,No station found in dataset,
2019,49,EAST,No station found in dataset,
2019,49,GORKHA,No station found in dataset,
2019,49,GULMI,Tamghas,
2019,49,HUMLA,"Simikot, Simikot Airport",
2019,49,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2019,49,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2019,49,JHAPA,Gaida (Kankai),3.0
2019,49,JUMLA,Jumla,
2019,49,KAILALI,Tikapur,
2019,49,KALIKOT,"Manma, Manma_AWS",
2019,49,KANCHANPUR,Mahendra Nagar,
2019,49,KAPILBASTU,No station found in dataset,
2019,49,KASKI,Pokhara Airport,1.0
2019,49,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",8.0
2019,49,KAVREPALANCHOK,No station found in dataset,
2019,49,KHOTANG,Diktel,
2019,49,LALITPUR,Khumaltar,5.0
2019,49,LAMJUNG,Khudi Bazar,
2019,49,MAHOTTARI,Jalesor,
2019,49,MAKWANPUR,Hetauda N.F.I.,1.0
2019,49,MANANG,Manang Bhot,
2019,49,MORANG,Biratnagar Airport,7.0
2019,49,MUGU,Gamadi Shree Nagar,
2019,49,MUSTANG,"Jomsom, Jomsom TPB",
2019,49,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2019,49,NUWAKOT,Nuwakot,
2019,49,OKHALDHUNGA,Okhaldhunga,
2019,49,PALPA,Tansen,
2019,49,PANCHTHAR,Phidim (Panchther),
2019,49,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,49,PARSA,Birganj,
2019,49,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2019,49,RAMECHHAP,Manthali,
2019,49,RASUWA,Dhunche,
2019,49,ROLPA,"Libang Gaun, Liwang",
2019,49,RUPANDEHI,Bhairahawa Airport,3.0
2019,49,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,49,SANKHUWASABHA,Num,
2019,49,SAPTARI,Rajbiraj,
2019,49,SARLAHI,Karmaiya,
2019,49,SINDHULI,Sindhuli Madhi,
2019,49,SINDHUPALCHOK,No station found in dataset,
2019,49,SIRAHA,Lahan,
2019,49,SOLUKHUMBU,No station found in dataset,
2019,49,SUNSARI,Tarahara,7.0
2019,49,SURKHET,Surkhet Airport (Birendranagar),
2019,49,SYANGJA,Syangja,
2019,49,TANAHU,Bandipur,
2019,49,TAPLEJUNG,Taplejung,
2019,49,TERHATHUM,Terhathum,
2019,49,UDAYAPUR,Udayapur Gadhi,
2019,49,WEST,No station found in dataset,
2019,49,WEST,No station found in dataset,
2019,49,,No station found in dataset,
2019,50,ACHHAM,Mangalsen,
2019,50,ARGHAKHANCHI,No station found in dataset,
2019,50,BAGLUNG,Baglung,
2019,50,BAITADI,Patan new,
2019,50,BAJHANG,Chainpur Bajhang new aws,
2019,50,BAJURA,Bajura (Martadi),
2019,50,BANKE,Khajura (Nepalganj),
2019,50,BARA,Simara Airport,
2019,50,BARDIYA,Gulariya,
2019,50,BHAKTAPUR,Bhaktapur,1.0
2019,50,BHOJPUR,No station found in dataset,
2019,50,CHITAWAN,No station found in dataset,
2019,50,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,50,DAILEKH,Dailekh,
2019,50,DANG,Ghorai (Dang),
2019,50,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,50,DHADING,"Dhunibesi, Dhunibesi_delete",
2019,50,DHANKUTA,No station found in dataset,
2019,50,DHANUSA,No station found in dataset,
2019,50,DOLAKHA,Charikot,
2019,50,DOLPA,Dunai,
2019,50,DOTI,Dipayal (Doti),
2019,50,EAST,No station found in dataset,
2019,50,EAST,No station found in dataset,
2019,50,GORKHA,No station found in dataset,
2019,50,GULMI,Tamghas,
2019,50,HUMLA,"Simikot, Simikot Airport",
2019,50,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2019,50,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2019,50,JHAPA,Gaida (Kankai),
2019,50,JUMLA,Jumla,
2019,50,KAILALI,Tikapur,
2019,50,KALIKOT,"Manma, Manma_AWS",
2019,50,KANCHANPUR,Mahendra Nagar,
2019,50,KAPILBASTU,No station found in dataset,
2019,50,KASKI,Pokhara Airport,4.0
2019,50,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",13.0
2019,50,KAVREPALANCHOK,No station found in dataset,
2019,50,KHOTANG,Diktel,
2019,50,LALITPUR,Khumaltar,2.0
2019,50,LAMJUNG,Khudi Bazar,
2019,50,MAHOTTARI,Jalesor,
2019,50,MAKWANPUR,Hetauda N.F.I.,
2019,50,MANANG,Manang Bhot,
2019,50,MORANG,Biratnagar Airport,
2019,50,MUGU,Gamadi Shree Nagar,
2019,50,MUSTANG,"Jomsom, Jomsom TPB",
2019,50,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2019,50,NUWAKOT,Nuwakot,
2019,50,OKHALDHUNGA,Okhaldhunga,
2019,50,PALPA,Tansen,
2019,50,PANCHTHAR,Phidim (Panchther),
2019,50,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,50,PARSA,Birganj,
2019,50,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2019,50,RAMECHHAP,Manthali,
2019,50,RASUWA,Dhunche,
2019,50,ROLPA,"Libang Gaun, Liwang",
2019,50,RUPANDEHI,Bhairahawa Airport,7.0
2019,50,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,50,SANKHUWASABHA,Num,
2019,50,SAPTARI,Rajbiraj,
2019,50,SARLAHI,Karmaiya,
2019,50,SINDHULI,Sindhuli Madhi,
2019,50,SINDHUPALCHOK,No station found in dataset,
2019,50,SIRAHA,Lahan,
2019,50,SOLUKHUMBU,No station found in dataset,
2019,50,SUNSARI,Tarahara,2.0
2019,50,SURKHET,Surkhet Airport (Birendranagar),
2019,50,SYANGJA,Syangja,
2019,50,TANAHU,Bandipur,
2019,50,TAPLEJUNG,Taplejung,
2019,50,TERHATHUM,Terhathum,
2019,50,UDAYAPUR,Udayapur Gadhi,3.0
2019,50,WEST,No station found in dataset,1.0
2019,50,WEST,No station found in dataset,
2019,50,,No station found in dataset,
2019,51,ACHHAM,Mangalsen,
2019,51,ARGHAKHANCHI,No station found in dataset,
2019,51,BAGLUNG,Baglung,
2019,51,BAITADI,Patan new,
2019,51,BAJHANG,Chainpur Bajhang new aws,
2019,51,BAJURA,Bajura (Martadi),
2019,51,BANKE,Khajura (Nepalganj),2.0
2019,51,BARA,Simara Airport,
2019,51,BARDIYA,Gulariya,
2019,51,BHAKTAPUR,Bhaktapur,
2019,51,BHOJPUR,No station found in dataset,
2019,51,CHITAWAN,No station found in dataset,
2019,51,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,51,DAILEKH,Dailekh,
2019,51,DANG,Ghorai (Dang),
2019,51,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,51,DHADING,"Dhunibesi, Dhunibesi_delete",
2019,51,DHANKUTA,No station found in dataset,
2019,51,DHANUSA,No station found in dataset,
2019,51,DOLAKHA,Charikot,
2019,51,DOLPA,Dunai,
2019,51,DOTI,Dipayal (Doti),
2019,51,EAST,No station found in dataset,
2019,51,EAST,No station found in dataset,
2019,51,GORKHA,No station found in dataset,
2019,51,GULMI,Tamghas,
2019,51,HUMLA,"Simikot, Simikot Airport",
2019,51,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2019,51,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2019,51,JHAPA,Gaida (Kankai),
2019,51,JUMLA,Jumla,
2019,51,KAILALI,Tikapur,
2019,51,KALIKOT,"Manma, Manma_AWS",
2019,51,KANCHANPUR,Mahendra Nagar,
2019,51,KAPILBASTU,No station found in dataset,
2019,51,KASKI,Pokhara Airport,2.0
2019,51,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",3.0
2019,51,KAVREPALANCHOK,No station found in dataset,
2019,51,KHOTANG,Diktel,
2019,51,LALITPUR,Khumaltar,
2019,51,LAMJUNG,Khudi Bazar,
2019,51,MAHOTTARI,Jalesor,
2019,51,MAKWANPUR,Hetauda N.F.I.,
2019,51,MANANG,Manang Bhot,
2019,51,MORANG,Biratnagar Airport,
2019,51,MUGU,Gamadi Shree Nagar,
2019,51,MUSTANG,"Jomsom, Jomsom TPB",
2019,51,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2019,51,NUWAKOT,Nuwakot,
2019,51,OKHALDHUNGA,Okhaldhunga,
2019,51,PALPA,Tansen,
2019,51,PANCHTHAR,Phidim (Panchther),
2019,51,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2019,51,PARSA,Birganj,
2019,51,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2019,51,RAMECHHAP,Manthali,
2019,51,RASUWA,Dhunche,
2019,51,ROLPA,"Libang Gaun, Liwang",
2019,51,RUPANDEHI,Bhairahawa Airport,1.0
2019,51,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2019,51,SANKHUWASABHA,Num,
2019,51,SAPTARI,Rajbiraj,
2019,51,SARLAHI,Karmaiya,
2019,51,SINDHULI,Sindhuli Madhi,
2019,51,SINDHUPALCHOK,No station found in dataset,
2019,51,SIRAHA,Lahan,
2019,51,SOLUKHUMBU,No station found in dataset,
2019,51,SUNSARI,Tarahara,
2019,51,SURKHET,Surkhet Airport (Birendranagar),
2019,51,SYANGJA,Syangja,
2019,51,TANAHU,Bandipur,
2019,51,TAPLEJUNG,Taplejung,
2019,51,TERHATHUM,Terhathum,
2019,51,UDAYAPUR,Udayapur Gadhi,
2019,51,WEST,No station found in dataset,
2019,51,WEST,No station found in dataset,
2019,51,,No station found in dataset,
2019,52,ACHHAM,Mangalsen,
2019,52,ARGHAKHANCHI,No station found in dataset,
2019,52,BAGLUNG,Baglung,
2019,52,BAITADI,Patan new,
2019,52,BAJHANG,Chainpur Bajhang new aws,
2019,52,BAJURA,Bajura (Martadi),
2019,52,BANKE,Khajura (Nepalganj),
2019,52,BARA,Simara Airport,
2019,52,BARDIYA,Gulariya,
2019,52,BHAKTAPUR,Bhaktapur,
2019,52,BHOJPUR,No station found in dataset,
2019,52,CHITAWAN,No station found in dataset,
2019,52,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2019,52,DAILEKH,Dailekh,
2019,52,DANG,Ghorai (Dang),
2019,52,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2019,52,DHADING,"Dhunibesi, Dhunibesi_delete",
2019,52,DHANKUTA,No station found in dataset,
2019,52,DHANUSA,No station found in dataset,
2019,52,DOLAKHA,Charikot,
2019,52,DOLPA,Dunai,
2019,52,DOTI,Dipayal (Doti),
2019,52,EAST,No station found in dataset,
2019,52,EAST,No station found in dataset,
