Year,Week,District,Stations,Cases
2023,12,MUSTANG,"Jomsom, Jomsom TPB",
2023,12,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",2.0
2023,12,NUWAKOT,Nuwakot,
2023,12,OKHALDHUNGA,Okhaldhunga,
2023,12,PALPA,Tansen,
2023,12,PANCHTHAR,Phidim (Panchther),
2023,12,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,12,PARSA,Birganj,
2023,12,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,12,RAMECHHAP,Manthali,
2023,12,RASUWA,Dhunche,
2023,12,ROLPA,"Libang Gaun, Liwang",
2023,12,RUPANDEHI,Bhairahawa Airport,1.0
2023,12,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,12,SANKHUWASABHA,Num,
2023,12,SAPTARI,Rajbiraj,
2023,12,SARLAHI,Karmaiya,
2023,12,SINDHULI,Sindhuli Madhi,
2023,12,SINDHUPALCHOK,No station found in dataset,
2023,12,SIRAHA,Lahan,
2023,12,SOLUKHUMBU,No station found in dataset,
2023,12,SUNSARI,Tarahara,
2023,12,SURKHET,Surkhet Airport (Birendranagar),
2023,12,SYANGJA,Syangja,
2023,12,TANAHU,Bandipur,
2023,12,TAPLEJUNG,Taplejung,
2023,12,TERHATHUM,Terhathum,
2023,12,UDAYAPUR,Udayapur Gadhi,
2023,12,WEST,No station found in dataset,
2023,12,WEST,No station found in dataset,
2023,12,,No station found in dataset,
2023,13,ACHHAM,Mangalsen,
2023,13,ARGHAKHANCHI,No station found in dataset,
2023,13,BAGLUNG,Baglung,
2023,13,BAITADI,Patan new,
2023,13,BAJHANG,Chainpur Bajhang new aws,
2023,13,BAJURA,Bajura (Martadi),
2023,13,BANKE,Khajura (Nepalganj),
2023,13,BARA,Simara Airport,
2023,13,BARDIYA,Gulariya,
2023,13,BHAKTAPUR,Bhaktapur,5.0
2023,13,BHOJPUR,No station found in dataset,
2023,13,CHITAWAN,No station found in dataset,
2023,13,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,13,DAILEKH,Dailekh,
2023,13,DANG,Ghorai (Dang),
2023,13,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",28.0
2023,13,DHADING,"Dhunibesi, Dhunibesi_delete",6.0
2023,13,DHANKUTA,No station found in dataset,
2023,13,DHANUSA,No station found in dataset,
2023,13,DOLAKHA,Charikot,
2023,13,DOLPA,Dunai,
2023,13,DOTI,Dipayal (Doti),
2023,13,EAST,No station found in dataset,
2023,13,EAST,No station found in dataset,
2023,13,GORKHA,No station found in dataset,
2023,13,GULMI,Tamghas,
2023,13,HUMLA,"Simikot, Simikot Airport",
2023,13,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2023,13,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2023,13,JHAPA,Gaida (Kankai),1.0
2023,13,JUMLA,Jumla,
2023,13,KAILALI,Tikapur,
2023,13,KALIKOT,"Manma, Manma_AWS",
2023,13,KANCHANPUR,Mahendra Nagar,2.0
2023,13,KAPILBASTU,No station found in dataset,
2023,13,KASKI,Pokhara Airport,
2023,13,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",
2023,13,KAVREPALANCHOK,No station found in dataset,
2023,13,KHOTANG,Diktel,
2023,13,LALITPUR,Khumaltar,
2023,13,LAMJUNG,Khudi Bazar,
2023,13,MAHOTTARI,Jalesor,
2023,13,MAKWANPUR,Hetauda N.F.I.,
2023,13,MANANG,Manang Bhot,
2023,13,MORANG,Biratnagar Airport,
2023,13,MUGU,Gamadi Shree Nagar,
2023,13,MUSTANG,"Jomsom, Jomsom TPB",
2023,13,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",4.0
2023,13,NUWAKOT,Nuwakot,
2023,13,OKHALDHUNGA,Okhaldhunga,
2023,13,PALPA,Tansen,
2023,13,PANCHTHAR,Phidim (Panchther),
2023,13,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,13,PARSA,Birganj,
2023,13,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,13,RAMECHHAP,Manthali,
2023,13,RASUWA,Dhunche,
2023,13,ROLPA,"Libang Gaun, Liwang",
2023,13,RUPANDEHI,Bhairahawa Airport,3.0
2023,13,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,13,SANKHUWASABHA,Num,
2023,13,SAPTARI,Rajbiraj,
2023,13,SARLAHI,Karmaiya,
2023,13,SINDHULI,Sindhuli Madhi,2.0
2023,13,SINDHUPALCHOK,No station found in dataset,
2023,13,SIRAHA,Lahan,2.0
2023,13,SOLUKHUMBU,No station found in dataset,
2023,13,SUNSARI,Tarahara,
2023,13,SURKHET,Surkhet Airport (Birendranagar),
2023,13,SYANGJA,Syangja,
2023,13,TANAHU,Bandipur,
2023,13,TAPLEJUNG,Taplejung,
2023,13,TERHATHUM,Terhathum,
2023,13,UDAYAPUR,Udayapur Gadhi,
2023,13,WEST,No station found in dataset,
2023,13,WEST,No station found in dataset,
2023,13,,No station found in dataset,
2023,14,ACHHAM,Mangalsen,1.0
2023,14,ARGHAKHANCHI,No station found in dataset,
2023,14,BAGLUNG,Baglung,
2023,14,BAITADI,Patan new,
2023,14,BAJHANG,Chainpur Bajhang new aws,
2023,14,BAJURA,Bajura (Martadi),
2023,14,BANKE,Khajura (Nepalganj),
2023,14,BARA,Simara Airport,
2023,14,BARDIYA,Gulariya,
2023,14,BHAKTAPUR,Bhaktapur,1.0
2023,14,BHOJPUR,No station found in dataset,
2023,14,CHITAWAN,No station found in dataset,1.0
2023,14,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,14,DAILEKH,Dailekh,
2023,14,DANG,Ghorai (Dang),
2023,14,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",7.0
2023,14,DHADING,"Dhunibesi, Dhunibesi_delete",3.0
2023,14,DHANKUTA,No station found in dataset,
2023,14,DHANUSA,No station found in dataset,
2023,14,DOLAKHA,Charikot,
2023,14,DOLPA,Dunai,1.0
2023,14,DOTI,Dipayal (Doti),
2023,14,EAST,No station found in dataset,
2023,14,EAST,No station found in dataset,
2023,14,GORKHA,No station found in dataset,
2023,14,GULMI,Tamghas,
2023,14,HUMLA,"Simikot, Simikot Airport",
2023,14,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2023,14,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2023,14,JHAPA,Gaida (Kankai),2.0
2023,14,JUMLA,Jumla,
2023,14,KAILALI,Tikapur,
2023,14,KALIKOT,"Manma, Manma_AWS",
2023,14,KANCHANPUR,Mahendra Nagar,5.0
2023,14,KAPILBASTU,No station found in dataset,
2023,14,KASKI,Pokhara Airport,
2023,14,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",4.0
2023,14,KAVREPALANCHOK,No station found in dataset,
2023,14,KHOTANG,Diktel,
2023,14,LALITPUR,Khumaltar,
2023,14,LAMJUNG,Khudi Bazar,1.0
2023,14,MAHOTTARI,Jalesor,
2023,14,MAKWANPUR,Hetauda N.F.I.,
2023,14,MANANG,Manang Bhot,
2023,14,MORANG,Biratnagar Airport,
2023,14,MUGU,Gamadi Shree Nagar,
2023,14,MUSTANG,"Jomsom, Jomsom TPB",
2023,14,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",1.0
2023,14,NUWAKOT,Nuwakot,
2023,14,OKHALDHUNGA,Okhaldhunga,
2023,14,PALPA,Tansen,
2023,14,PANCHTHAR,Phidim (Panchther),
2023,14,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,14,PARSA,Birganj,
2023,14,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,14,RAMECHHAP,Manthali,
2023,14,RASUWA,Dhunche,
2023,14,ROLPA,"Libang Gaun, Liwang",
2023,14,RUPANDEHI,Bhairahawa Airport,1.0
2023,14,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,14,SANKHUWASABHA,Num,
2023,14,SAPTARI,Rajbiraj,
2023,14,SARLAHI,Karmaiya,
2023,14,SINDHULI,Sindhuli Madhi,
2023,14,SINDHUPALCHOK,No station found in dataset,
2023,14,SIRAHA,Lahan,
2023,14,SOLUKHUMBU,No station found in dataset,
2023,14,SUNSARI,Tarahara,
2023,14,SURKHET,Surkhet Airport (Birendranagar),
2023,14,SYANGJA,Syangja,
2023,14,TANAHU,Bandipur,
2023,14,TAPLEJUNG,Taplejung,
2023,14,TERHATHUM,Terhathum,
2023,14,UDAYAPUR,Udayapur Gadhi,
2023,14,WEST,No station found in dataset,
2023,14,WEST,No station found in dataset,1.0
2023,14,,No station found in dataset,
2023,15,ACHHAM,Mangalsen,
2023,15,ARGHAKHANCHI,No station found in dataset,
2023,15,BAGLUNG,Baglung,
2023,15,BAITADI,Patan new,
2023,15,BAJHANG,Chainpur Bajhang new aws,
2023,15,BAJURA,Bajura (Martadi),
2023,15,BANKE,Khajura (Nepalganj),1.0
2023,15,BARA,Simara Airport,
2023,15,BARDIYA,Gulariya,1.0
2023,15,BHAKTAPUR,Bhaktapur,
2023,15,BHOJPUR,No station found in dataset,
2023,15,CHITAWAN,No station found in dataset,1.0
2023,15,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,15,DAILEKH,Dailekh,
2023,15,DANG,Ghorai (Dang),1.0
2023,15,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",2.0
2023,15,DHADING,"Dhunibesi, Dhunibesi_delete",10.0
2023,15,DHANKUTA,No station found in dataset,
2023,15,DHANUSA,No station found in dataset,
2023,15,DOLAKHA,Charikot,
2023,15,DOLPA,Dunai,1.0
2023,15,DOTI,Dipayal (Doti),
2023,15,EAST,No station found in dataset,1.0
2023,15,EAST,No station found in dataset,
2023,15,GORKHA,No station found in dataset,
2023,15,GULMI,Tamghas,
2023,15,HUMLA,"Simikot, Simikot Airport",
2023,15,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2023,15,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2023,15,JHAPA,Gaida (Kankai),1.0
2023,15,JUMLA,Jumla,
2023,15,KAILALI,Tikapur,
2023,15,KALIKOT,"Manma, Manma_AWS",
2023,15,KANCHANPUR,Mahendra Nagar,1.0
2023,15,KAPILBASTU,No station found in dataset,
2023,15,KASKI,Pokhara Airport,
2023,15,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",1.0
2023,15,KAVREPALANCHOK,No station found in dataset,
2023,15,KHOTANG,Diktel,
2023,15,LALITPUR,Khumaltar,
2023,15,LAMJUNG,Khudi Bazar,1.0
2023,15,MAHOTTARI,Jalesor,
2023,15,MAKWANPUR,Hetauda N.F.I.,
2023,15,MANANG,Manang Bhot,
2023,15,MORANG,Biratnagar Airport,
2023,15,MUGU,Gamadi Shree Nagar,
2023,15,MUSTANG,"Jomsom, Jomsom TPB",
2023,15,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",3.0
2023,15,NUWAKOT,Nuwakot,
2023,15,OKHALDHUNGA,Okhaldhunga,
2023,15,PALPA,Tansen,
2023,15,PANCHTHAR,Phidim (Panchther),
2023,15,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,15,PARSA,Birganj,1.0
2023,15,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,15,RAMECHHAP,Manthali,
2023,15,RASUWA,Dhunche,
2023,15,ROLPA,"Libang Gaun, Liwang",
2023,15,RUPANDEHI,Bhairahawa Airport,3.0
2023,15,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,15,SANKHUWASABHA,Num,
2023,15,SAPTARI,Rajbiraj,
2023,15,SARLAHI,Karmaiya,
2023,15,SINDHULI,Sindhuli Madhi,1.0
2023,15,SINDHUPALCHOK,No station found in dataset,
2023,15,SIRAHA,Lahan,
2023,15,SOLUKHUMBU,No station found in dataset,
2023,15,SUNSARI,Tarahara,2.0
2023,15,SURKHET,Surkhet Airport (Birendranagar),
2023,15,SYANGJA,Syangja,
2023,15,TANAHU,Bandipur,
2023,15,TAPLEJUNG,Taplejung,
2023,15,TERHATHUM,Terhathum,
2023,15,UDAYAPUR,Udayapur Gadhi,
2023,15,WEST,No station found in dataset,
2023,15,WEST,No station found in dataset,
2023,15,,No station found in dataset,
2023,16,ACHHAM,Mangalsen,
2023,16,ARGHAKHANCHI,No station found in dataset,
2023,16,BAGLUNG,Baglung,
2023,16,BAITADI,Patan new,
2023,16,BAJHANG,Chainpur Bajhang new aws,
2023,16,BAJURA,Bajura (Martadi),
2023,16,BANKE,Khajura (Nepalganj),
2023,16,BARA,Simara Airport,
2023,16,BARDIYA,Gulariya,
2023,16,BHAKTAPUR,Bhaktapur,1.0
2023,16,BHOJPUR,No station found in dataset,
2023,16,CHITAWAN,No station found in dataset,
2023,16,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,16,DAILEKH,Dailekh,
2023,16,DANG,Ghorai (Dang),1.0
2023,16,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",4.0
2023,16,DHADING,"Dhunibesi, Dhunibesi_delete",13.0
2023,16,DHANKUTA,No station found in dataset,
2023,16,DHANUSA,No station found in dataset,1.0
2023,16,DOLAKHA,Charikot,
2023,16,DOLPA,Dunai,1.0
2023,16,DOTI,Dipayal (Doti),
2023,16,EAST,No station found in dataset,
2023,16,EAST,No station found in dataset,
2023,16,GORKHA,No station found in dataset,
2023,16,GULMI,Tamghas,
2023,16,HUMLA,"Simikot, Simikot Airport",
2023,16,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2023,16,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2023,16,JHAPA,Gaida (Kankai),
2023,16,JUMLA,Jumla,
2023,16,KAILALI,Tikapur,1.0
2023,16,KALIKOT,"Manma, Manma_AWS",
2023,16,KANCHANPUR,Mahendra Nagar,1.0
2023,16,KAPILBASTU,No station found in dataset,
2023,16,KASKI,Pokhara Airport,
2023,16,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",1.0
2023,16,KAVREPALANCHOK,No station found in dataset,
2023,16,KHOTANG,Diktel,
2023,16,LALITPUR,Khumaltar,
2023,16,LAMJUNG,Khudi Bazar,2.0
2023,16,MAHOTTARI,Jalesor,
2023,16,MAKWANPUR,Hetauda N.F.I.,
2023,16,MANANG,Manang Bhot,
2023,16,MORANG,Biratnagar Airport,
2023,16,MUGU,Gamadi Shree Nagar,
2023,16,MUSTANG,"Jomsom, Jomsom TPB",
2023,16,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",2.0
2023,16,NUWAKOT,Nuwakot,
2023,16,OKHALDHUNGA,Okhaldhunga,
2023,16,PALPA,Tansen,2.0
2023,16,PANCHTHAR,Phidim (Panchther),
2023,16,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,16,PARSA,Birganj,
2023,16,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,16,RAMECHHAP,Manthali,
2023,16,RASUWA,Dhunche,
2023,16,ROLPA,"Libang Gaun, Liwang",
2023,16,RUPANDEHI,Bhairahawa Airport,2.0
2023,16,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,16,SANKHUWASABHA,Num,
2023,16,SAPTARI,Rajbiraj,
2023,16,SARLAHI,Karmaiya,
2023,16,SINDHULI,Sindhuli Madhi,
2023,16,SINDHUPALCHOK,No station found in dataset,
2023,16,SIRAHA,Lahan,
2023,16,SOLUKHUMBU,No station found in dataset,
2023,16,SUNSARI,Tarahara,6.0
2023,16,SURKHET,Surkhet Airport (Birendranagar),
2023,16,SYANGJA,Syangja,
2023,16,TANAHU,Bandipur,1.0
2023,16,TAPLEJUNG,Taplejung,
2023,16,TERHATHUM,Terhathum,
2023,16,UDAYAPUR,Udayapur Gadhi,
2023,16,WEST,No station found in dataset,
2023,16,WEST,No station found in dataset,
2023,16,,No station found in dataset,
2023,17,ACHHAM,Mangalsen,
2023,17,ARGHAKHANCHI,No station found in dataset,
2023,17,BAGLUNG,Baglung,
2023,17,BAITADI,Patan new,
2023,17,BAJHANG,Chainpur Bajhang new aws,
2023,17,BAJURA,Bajura (Martadi),
2023,17,BANKE,Khajura (Nepalganj),1.0
2023,17,BARA,Simara Airport,
2023,17,BARDIYA,Gulariya,
2023,17,BHAKTAPUR,Bhaktapur,
2023,17,BHOJPUR,No station found in dataset,
2023,17,CHITAWAN,No station found in dataset,1.0
2023,17,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,17,DAILEKH,Dailekh,
2023,17,DANG,Ghorai (Dang),
2023,17,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2023,17,DHADING,"Dhunibesi, Dhunibesi_delete",10.0
2023,17,DHANKUTA,No station found in dataset,
2023,17,DHANUSA,No station found in dataset,
2023,17,DOLAKHA,Charikot,
2023,17,DOLPA,Dunai,
2023,17,DOTI,Dipayal (Doti),
2023,17,EAST,No station found in dataset,1.0
2023,17,EAST,No station found in dataset,
2023,17,GORKHA,No station found in dataset,
2023,17,GULMI,Tamghas,
2023,17,HUMLA,"Simikot, Simikot Airport",
2023,17,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2023,17,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2023,17,JHAPA,Gaida (Kankai),
2023,17,JUMLA,Jumla,
2023,17,KAILALI,Tikapur,
2023,17,KALIKOT,"Manma, Manma_AWS",
2023,17,KANCHANPUR,Mahendra Nagar,
2023,17,KAPILBASTU,No station found in dataset,
2023,17,KASKI,Pokhara Airport,2.0
2023,17,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",3.0
2023,17,KAVREPALANCHOK,No station found in dataset,
2023,17,KHOTANG,Diktel,
2023,17,LALITPUR,Khumaltar,
2023,17,LAMJUNG,Khudi Bazar,3.0
2023,17,MAHOTTARI,Jalesor,
2023,17,MAKWANPUR,Hetauda N.F.I.,
2023,17,MANANG,Manang Bhot,
2023,17,MORANG,Biratnagar Airport,
2023,17,MUGU,Gamadi Shree Nagar,
2023,17,MUSTANG,"Jomsom, Jomsom TPB",
2023,17,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",2.0
2023,17,NUWAKOT,Nuwakot,
2023,17,OKHALDHUNGA,Okhaldhunga,
2023,17,PALPA,Tansen,
2023,17,PANCHTHAR,Phidim (Panchther),
2023,17,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,17,PARSA,Birganj,
2023,17,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,17,RAMECHHAP,Manthali,
2023,17,RASUWA,Dhunche,
2023,17,ROLPA,"Libang Gaun, Liwang",
2023,17,RUPANDEHI,Bhairahawa Airport,
2023,17,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,17,SANKHUWASABHA,Num,
2023,17,SAPTARI,Rajbiraj,
2023,17,SARLAHI,Karmaiya,
2023,17,SINDHULI,Sindhuli Madhi,
2023,17,SINDHUPALCHOK,No station found in dataset,
2023,17,SIRAHA,Lahan,
2023,17,SOLUKHUMBU,No station found in dataset,
2023,17,SUNSARI,Tarahara,3.0
2023,17,SURKHET,Surkhet Airport (Birendranagar),
2023,17,SYANGJA,Syangja,
2023,17,TANAHU,Bandipur,
2023,17,TAPLEJUNG,Taplejung,
2023,17,TERHATHUM,Terhathum,
2023,17,UDAYAPUR,Udayapur Gadhi,
2023,17,WEST,No station found in dataset,
2023,17,WEST,No station found in dataset,
2023,17,,No station found in dataset,
2023,18,ACHHAM,Mangalsen,
2023,18,ARGHAKHANCHI,No station found in dataset,
2023,18,BAGLUNG,Baglung,
2023,18,BAITADI,Patan new,
2023,18,BAJHANG,Chainpur Bajhang new aws,
2023,18,BAJURA,Bajura (Martadi),
2023,18,BANKE,Khajura (Nepalganj),1.0
2023,18,BARA,Simara Airport,
2023,18,BARDIYA,Gulariya,
2023,18,BHAKTAPUR,Bhaktapur,
2023,18,BHOJPUR,No station found in dataset,
2023,18,CHITAWAN,No station found in dataset,
2023,18,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,18,DAILEKH,Dailekh,
2023,18,DANG,Ghorai (Dang),
2023,18,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",1.0
2023,18,DHADING,"Dhunibesi, Dhunibesi_delete",2.0
2023,18,DHANKUTA,No station found in dataset,
2023,18,DHANUSA,No station found in dataset,1.0
2023,18,DOLAKHA,Charikot,
2023,18,DOLPA,Dunai,
2023,18,DOTI,Dipayal (Doti),
2023,18,EAST,No station found in dataset,
2023,18,EAST,No station found in dataset,
2023,18,GORKHA,No station found in dataset,
2023,18,GULMI,Tamghas,
2023,18,HUMLA,"Simikot, Simikot Airport",
2023,18,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2023,18,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2023,18,JHAPA,Gaida (Kankai),
2023,18,JUMLA,Jumla,
2023,18,KAILALI,Tikapur,
2023,18,KALIKOT,"Manma, Manma_AWS",
2023,18,KANCHANPUR,Mahendra Nagar,1.0
2023,18,KAPILBASTU,No station found in dataset,
2023,18,KASKI,Pokhara Airport,2.0
2023,18,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",
2023,18,KAVREPALANCHOK,No station found in dataset,
2023,18,KHOTANG,Diktel,
2023,18,LALITPUR,Khumaltar,
2023,18,LAMJUNG,Khudi Bazar,3.0
2023,18,MAHOTTARI,Jalesor,
2023,18,MAKWANPUR,Hetauda N.F.I.,
2023,18,MANANG,Manang Bhot,
2023,18,MORANG,Biratnagar Airport,
2023,18,MUGU,Gamadi Shree Nagar,
2023,18,MUSTANG,"Jomsom, Jomsom TPB",
2023,18,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",2.0
2023,18,NUWAKOT,Nuwakot,
2023,18,OKHALDHUNGA,Okhaldhunga,
2023,18,PALPA,Tansen,1.0
2023,18,PANCHTHAR,Phidim (Panchther),
2023,18,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,18,PARSA,Birganj,
2023,18,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,18,RAMECHHAP,Manthali,
2023,18,RASUWA,Dhunche,
2023,18,ROLPA,"Libang Gaun, Liwang",
2023,18,RUPANDEHI,Bhairahawa Airport,
2023,18,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,18,SANKHUWASABHA,Num,
2023,18,SAPTARI,Rajbiraj,
2023,18,SARLAHI,Karmaiya,
2023,18,SINDHULI,Sindhuli Madhi,
2023,18,SINDHUPALCHOK,No station found in dataset,
2023,18,SIRAHA,Lahan,
2023,18,SOLUKHUMBU,No station found in dataset,
2023,18,SUNSARI,Tarahara,7.0
2023,18,SURKHET,Surkhet Airport (Birendranagar),
2023,18,SYANGJA,Syangja,
2023,18,TANAHU,Bandipur,
2023,18,TAPLEJUNG,Taplejung,
2023,18,TERHATHUM,Terhathum,
2023,18,UDAYAPUR,Udayapur Gadhi,
2023,18,WEST,No station found in dataset,
2023,18,WEST,No station found in dataset,
2023,18,,No station found in dataset,
2023,19,ACHHAM,Mangalsen,
2023,19,ARGHAKHANCHI,No station found in dataset,3.0
2023,19,BAGLUNG,Baglung,
2023,19,BAITADI,Patan new,
2023,19,BAJHANG,Chainpur Bajhang new aws,
2023,19,BAJURA,Bajura (Martadi),
2023,19,BANKE,Khajura (Nepalganj),
2023,19,BARA,Simara Airport,
2023,19,BARDIYA,Gulariya,1.0
2023,19,BHAKTAPUR,Bhaktapur,
2023,19,BHOJPUR,No station found in dataset,
2023,19,CHITAWAN,No station found in dataset,1.0
2023,19,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,19,DAILEKH,Dailekh,
2023,19,DANG,Ghorai (Dang),
2023,19,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2023,19,DHADING,"Dhunibesi, Dhunibesi_delete",4.0
2023,19,DHANKUTA,No station found in dataset,
2023,19,DHANUSA,No station found in dataset,
2023,19,DOLAKHA,Charikot,
2023,19,DOLPA,Dunai,
2023,19,DOTI,Dipayal (Doti),
2023,19,EAST,No station found in dataset,
2023,19,EAST,No station found in dataset,
2023,19,GORKHA,No station found in dataset,
2023,19,GULMI,Tamghas,
2023,19,HUMLA,"Simikot, Simikot Airport",
2023,19,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2023,19,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2023,19,JHAPA,Gaida (Kankai),
2023,19,JUMLA,Jumla,
2023,19,KAILALI,Tikapur,
2023,19,KALIKOT,"Manma, Manma_AWS",
2023,19,KANCHANPUR,Mahendra Nagar,1.0
2023,19,KAPILBASTU,No station found in dataset,
2023,19,KASKI,Pokhara Airport,
2023,19,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",2.0
2023,19,KAVREPALANCHOK,No station found in dataset,
2023,19,KHOTANG,Diktel,
2023,19,LALITPUR,Khumaltar,
2023,19,LAMJUNG,Khudi Bazar,2.0
2023,19,MAHOTTARI,Jalesor,
2023,19,MAKWANPUR,Hetauda N.F.I.,
2023,19,MANANG,Manang Bhot,
2023,19,MORANG,Biratnagar Airport,
2023,19,MUGU,Gamadi Shree Nagar,
2023,19,MUSTANG,"Jomsom, Jomsom TPB",
2023,19,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2023,19,NUWAKOT,Nuwakot,
2023,19,OKHALDHUNGA,Okhaldhunga,
2023,19,PALPA,Tansen,1.0
2023,19,PANCHTHAR,Phidim (Panchther),
2023,19,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2023,19,PARSA,Birganj,
2023,19,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2023,19,RAMECHHAP,Manthali,
2023,19,RASUWA,Dhunche,
2023,19,ROLPA,"Libang Gaun, Liwang",
2023,19,RUPANDEHI,Bhairahawa Airport,1.0
2023,19,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2023,19,SANKHUWASABHA,Num,1.0
2023,19,SAPTARI,Rajbiraj,
2023,19,SARLAHI,Karmaiya,
2023,19,SINDHULI,Sindhuli Madhi,
2023,19,SINDHUPALCHOK,No station found in dataset,
2023,19,SIRAHA,Lahan,
2023,19,SOLUKHUMBU,No station found in dataset,
2023,19,SUNSARI,Tarahara,3.0
2023,19,SURKHET,Surkhet Airport (Birendranagar),
2023,19,SYANGJA,Syangja,
2023,19,TANAHU,Bandipur,1.0
2023,19,TAPLEJUNG,Taplejung,
2023,19,TERHATHUM,Terhathum,
2023,19,UDAYAPUR,Udayapur Gadhi,
2023,19,WEST,No station found in dataset,
2023,19,WEST,No station found in dataset,
2023,19,,No station found in dataset,
2023,20,ACHHAM,Mangalsen,2.0
2023,20,ARGHAKHANCHI,No station found in dataset,1.0
2023,20,BAGLUNG,Baglung,
2023,20,BAITADI,Patan new,1.0
2023,20,BAJHANG,Chainpur Bajhang new aws,
2023,20,BAJURA,Bajura (Martadi),
2023,20,BANKE,Khajura (Nepalganj),
2023,20,BARA,Simara Airport,
2023,20,BARDIYA,Gulariya,1.0
2023,20,BHAKTAPUR,Bhaktapur,1.0
2023,20,BHOJPUR,No station found in dataset,
2023,20,CHITAWAN,No station found in dataset,
2023,20,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",
2023,20,DAILEKH,Dailekh,
2023,20,DANG,Ghorai (Dang),3.0
2023,20,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",3.0
2023,20,DHADING,"Dhunibesi, Dhunibesi_delete",6.0
2023,20,DHANKUTA,No station found in dataset,
